"URL","Subject","Predicate","Object","Errors","Warnings","Validation Type 1","Severity 1","Issue 1"
"https://totalleakdetection.com/","subject16","http://schema.org/potentialAction","subject29","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/potentialAction","subject31","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/priceRange","$$","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/sameAs","https://facebook.com/totalleakdetection","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/sameAs","https://instagram.com/totalleakdetection","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/sameAs","https://www.youtube.com/@totalleakdetection4985","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/slogan","Expert Leak Detection & Plumbing Services - Available 24/7","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/telephone","(855) 385-5325","0","0","","",""
"https://totalleakdetection.com/","subject16","http://schema.org/url","https://totalleakdetection.com/","0","0","","",""
"https://totalleakdetection.com/","subject16","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/HomeAndConstructionBusiness","0","0","","",""
"https://totalleakdetection.com/","subject16","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/LocalBusiness","0","0","","",""
"https://totalleakdetection.com/","subject16","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Plumber","0","0","","",""
"https://totalleakdetection.com/","subject17","http://schema.org/addressCountry","US","0","0","","",""
"https://totalleakdetection.com/","subject17","http://schema.org/addressLocality","Doral","0","0","","",""
"https://totalleakdetection.com/","subject17","http://schema.org/addressRegion","FL","0","0","","",""
"https://totalleakdetection.com/","subject17","http://schema.org/postalCode","33166","0","0","","",""
"https://totalleakdetection.com/","subject17","http://schema.org/streetAddress","7790 NW 55th St","0","0","","",""
"https://totalleakdetection.com/","subject17","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/PostalAddress","0","0","","",""
"https://totalleakdetection.com/","subject18","http://schema.org/bestRating","5","0","0","","",""
"https://totalleakdetection.com/","subject18","http://schema.org/ratingValue","4.6","0","0","","",""
"https://totalleakdetection.com/","subject18","http://schema.org/reviewCount","137","0","0","","",""
"https://totalleakdetection.com/","subject18","http://schema.org/worstRating","1","0","0","","",""
"https://totalleakdetection.com/","subject18","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/AggregateRating","0","0","","",""
"https://totalleakdetection.com/","subject19","http://schema.org/geoMidpoint","subject20","0","0","","",""
"https://totalleakdetection.com/","subject19","http://schema.org/geoRadius","80467","0","0","","",""
"https://totalleakdetection.com/","subject19","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/GeoCircle","0","0","","",""
"https://totalleakdetection.com/","subject20","http://schema.org/latitude","25.8576","0","0","","",""
"https://totalleakdetection.com/","subject20","http://schema.org/longitude","-80.3553","0","0","","",""
"https://totalleakdetection.com/","subject20","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/GeoCoordinates","0","0","","",""
"https://totalleakdetection.com/","subject21","http://schema.org/itemListElement","subject22","0","0","","",""
"https://totalleakdetection.com/","subject21","http://schema.org/itemListElement","subject24","0","0","","",""
"https://totalleakdetection.com/","subject21","http://schema.org/itemListElement","subject26","0","0","","",""
"https://totalleakdetection.com/","subject21","http://schema.org/name","Leak Detection & Plumbing Services","0","0","","",""
"https://totalleakdetection.com/","subject21","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/OfferCatalog","0","0","","",""
"https://totalleakdetection.com/","subject22","http://schema.org/itemOffered","subject23","0","0","","",""
"https://totalleakdetection.com/","subject22","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Offer","0","0","","",""
"https://totalleakdetection.com/","subject23","http://schema.org/name","Leak Detection","0","0","","",""
"https://totalleakdetection.com/","subject23","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Service","0","0","","",""
"https://totalleakdetection.com/","subject24","http://schema.org/itemOffered","subject25","0","0","","",""
"https://totalleakdetection.com/","subject24","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Offer","0","0","","",""
"https://totalleakdetection.com/","subject25","http://schema.org/name","Mold Testing","0","0","","",""
"https://totalleakdetection.com/","subject25","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Service","0","0","","",""
"https://totalleakdetection.com/","subject26","http://schema.org/itemOffered","subject27","0","0","","",""
"https://totalleakdetection.com/","subject26","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Offer","0","0","","",""
"https://totalleakdetection.com/","subject27","http://schema.org/name","Sewer Camera Inspection","0","0","","",""
"https://totalleakdetection.com/","subject27","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Service","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/closes","23:59","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/dayOfWeek","Friday","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/dayOfWeek","Monday","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/dayOfWeek","Saturday","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/dayOfWeek","Sunday","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/dayOfWeek","Thursday","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/dayOfWeek","Tuesday","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/dayOfWeek","Wednesday","0","0","","",""
"https://totalleakdetection.com/","subject28","http://schema.org/opens","00:00","0","0","","",""
"https://totalleakdetection.com/","subject28","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/OpeningHoursSpecification","0","0","","",""
"https://totalleakdetection.com/","subject29","http://schema.org/target","subject30","0","0","","",""
"https://totalleakdetection.com/","subject29","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/CommunicateAction","0","0","","",""
"https://totalleakdetection.com/","subject30","http://schema.org/urlTemplate","tel:8553855325","0","0","","",""
"https://totalleakdetection.com/","subject30","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/EntryPoint","0","0","","",""
"https://totalleakdetection.com/","subject31","http://schema.org/result","subject32","0","0","","",""
"https://totalleakdetection.com/","subject31","http://schema.org/target","subject33","0","0","","",""
"https://totalleakdetection.com/","subject31","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/ReserveAction","0","0","","",""
"https://totalleakdetection.com/","subject32","http://schema.org/name","Schedule Service Appointment","0","0","","",""
"https://totalleakdetection.com/","subject32","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/Reservation","0","0","","",""
"https://totalleakdetection.com/","subject33","http://schema.org/actionPlatform","http://schema.org/DesktopWebPlatform","0","0","","",""
"https://totalleakdetection.com/","subject33","http://schema.org/actionPlatform","http://schema.org/MobileWebPlatform","0","0","","",""
"https://totalleakdetection.com/","subject33","http://schema.org/urlTemplate","https://totalleakdetection.com/contact/","0","0","","",""
"https://totalleakdetection.com/","subject33","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://schema.org/EntryPoint","0","0","","",""
